Price,Adj Close,Close,High,Low,Open,Volume
Ticker,NVDA,NVDA,NVDA,NVDA,NVDA,NVDA
Date,,,,,,
2024-09-24 00:00:00+00:00,120.87000274658203,120.87000274658203,121.80000305175781,115.37999725341797,116.5199966430664,354966800
2024-09-25 00:00:00+00:00,123.51000213623047,123.51000213623047,124.94000244140625,121.61000061035156,122.0199966430664,284692900
2024-09-26 00:00:00+00:00,124.04000091552734,124.04000091552734,127.66999816894531,121.80000305175781,126.80000305175781,302582900
2024-09-27 00:00:00+00:00,121.4000015258789,121.4000015258789,124.02999877929688,119.26000213623047,123.97000122070312,271009200
2024-09-30 00:00:00+00:00,121.44000244140625,121.44000244140625,121.5,118.1500015258789,118.30999755859375,226553700
2024-10-01 00:00:00+00:00,117.0,117.0,122.44000244140625,115.79000091552734,121.7699966430664,302094500
2024-10-02 00:00:00+00:00,118.8499984741211,118.8499984741211,119.37999725341797,115.13999938964844,116.44000244140625,221845900
2024-10-03 00:00:00+00:00,122.8499984741211,122.8499984741211,124.36000061035156,120.33999633789062,120.91999816894531,277118000
2024-10-04 00:00:00+00:00,124.91999816894531,124.91999816894531,125.04000091552734,121.83000183105469,124.94000244140625,243678100
2024-10-07 00:00:00+00:00,127.72000122070312,127.72000122070312,130.63999938964844,124.94999694824219,124.98999786376953,346250200
2024-10-08 00:00:00+00:00,132.88999938964844,132.88999938964844,133.47999572753906,129.4199981689453,130.25999450683594,285722500
2024-10-09 00:00:00+00:00,132.64999389648438,132.64999389648438,134.52000427246094,131.3800048828125,134.11000061035156,246191600
2024-10-10 00:00:00+00:00,134.80999755859375,134.80999755859375,135.0,131.0,131.91000366210938,242311300
2024-10-11 00:00:00+00:00,134.8000030517578,134.8000030517578,135.77999877929688,133.66000366210938,134.00999450683594,170209500
2024-10-14 00:00:00+00:00,138.07000732421875,138.07000732421875,139.60000610351562,136.3000030517578,136.47000122070312,232347700
2024-10-15 00:00:00+00:00,131.60000610351562,131.60000610351562,138.57000732421875,128.74000549316406,137.8699951171875,377831000
2024-10-16 00:00:00+00:00,135.72000122070312,135.72000122070312,136.6199951171875,131.5800018310547,133.97999572753906,264879700
2024-10-17 00:00:00+00:00,136.92999267578125,136.92999267578125,140.88999938964844,136.8699951171875,139.33999633789062,306435900
2024-10-18 00:00:00+00:00,138.0,138.0,138.89999389648438,137.27999877929688,138.6699981689453,176090200
2024-10-21 00:00:00+00:00,143.7100067138672,143.7100067138672,143.7100067138672,138.0,138.1300048828125,264554500
2024-10-22 00:00:00+00:00,143.58999633789062,143.58999633789062,144.4199981689453,141.77999877929688,142.91000366210938,226311600
2024-10-23 00:00:00+00:00,139.55999755859375,139.55999755859375,142.42999267578125,137.4600067138672,142.02999877929688,285930000
2024-10-24 00:00:00+00:00,140.41000366210938,140.41000366210938,141.35000610351562,138.4600067138672,140.82000732421875,172354900
2024-10-25 00:00:00+00:00,141.5399932861328,141.5399932861328,144.1300048828125,140.8000030517578,140.92999267578125,205122100
2024-10-28 00:00:00+00:00,140.52000427246094,140.52000427246094,143.13999938964844,140.0500030517578,143.0,173586700
2024-10-29 00:00:00+00:00,141.25,141.25,142.25999450683594,138.89999389648438,140.2899932861328,157593600
2024-10-30 00:00:00+00:00,139.33999633789062,139.33999633789062,140.3300018310547,136.80999755859375,139.5399932861328,179418100
2024-10-31 00:00:00+00:00,132.75999450683594,132.75999450683594,137.61000061035156,132.11000061035156,137.60000610351562,270039600
2024-11-01 00:00:00+00:00,135.39999389648438,135.39999389648438,137.30999755859375,134.57000732421875,134.6999969482422,207127800
2024-11-04 00:00:00+00:00,136.0500030517578,136.0500030517578,138.9600067138672,135.57000732421875,137.2100067138672,187528200
2024-11-05 00:00:00+00:00,139.91000366210938,139.91000366210938,140.3699951171875,137.3300018310547,137.4499969482422,160537400
2024-11-06 00:00:00+00:00,145.61000061035156,145.61000061035156,146.49000549316406,141.9600067138672,142.9600067138672,242043900
2024-11-07 00:00:00+00:00,148.8800048828125,148.8800048828125,148.92999267578125,146.1699981689453,146.38999938964844,207323300
2024-11-08 00:00:00+00:00,147.6300048828125,147.6300048828125,149.77000427246094,146.25999450683594,148.77000427246094,175665800
2024-11-11 00:00:00+00:00,145.25999450683594,145.25999450683594,148.85000610351562,143.57000732421875,148.67999267578125,182325600
2024-11-12 00:00:00+00:00,148.2899932861328,148.2899932861328,149.64999389648438,146.00999450683594,146.77999877929688,198634700
2024-11-13 00:00:00+00:00,146.27000427246094,146.27000427246094,149.3300018310547,145.89999389648438,149.07000732421875,191903300
2024-11-14 00:00:00+00:00,146.75999450683594,146.75999450683594,149.0,145.5500030517578,147.63999938964844,194463300
2024-11-15 00:00:00+00:00,141.97999572753906,141.97999572753906,145.24000549316406,140.0800018310547,144.8699951171875,250132900
2024-11-18 00:00:00+00:00,140.14999389648438,140.14999389648438,141.5500030517578,137.14999389648438,139.5,221866000
2024-11-19 00:00:00+00:00,147.00999450683594,147.00999450683594,147.1300048828125,140.99000549316406,141.32000732421875,227834900
2024-11-20 00:00:00+00:00,145.88999938964844,145.88999938964844,147.55999755859375,142.72999572753906,147.41000366210938,309871700
2024-11-21 00:00:00+00:00,146.6699981689453,146.6699981689453,152.88999938964844,140.6999969482422,149.35000610351562,400150200
